1---“八一”六十载---亲 
2---“七一”直抵花城---库 
3---“十三大”，改革之会，团结之会---奉 
4---“十一”双方皆怀念---喜 
5---“文昭关”选段---音 
6---“五一”厂里放影片---彦 
7---“五一”前夕何宽松---衙 
8---“西出阳关无故人”---笙 
9---“小”字加一撇，不作“少”字猜---赤 
10---《人生》上下集---佧 
11---20-2---槎 
12---３＋８---秸 
13---７８．３---柒 
14---阿里山小吃---饴 
15---爱将余热献光明---熹 
16---爱心几度付流水---沉 
17---爱心寄与笔底情---写 
18---爱友别离又相聚---受 
19---安敢裙钗换男装---宁 
20---安危抛脑后---脆 
21---安下心来读书---今 
22---安心度日---宴 
23---安心平凡工作---恐 
24---安心只为翻了身---总 
25---安阳风光---京 
26---安阳会子---鼹 
27---安阳即景---京 
28---俺大人不在---电 
29---岸---滂 
30---八尺龙头---咫 
31---八尺龙须---荨 
32---八达岭---兵 
33---八方归心---总 
34---八方援助受灾人---熔 
35---八方支援前线---织 
36---八哥---兑 
37---八哥的传说---言 
38---八哥偏心---悦 
39---八哥守门---阅 
40---八哥学舌---说 
41---八卦山之春---根 
42---八角楼旁水相连---淞 
43---八戒大怒---氦 
44---八戒行者随长老---狮 
45---八九不离十---杂 
46---八九不离十---杂 
47---八九点钟的太阳---晨 
48---八君子---羌 
49---八骏随天子---玛 
50---八连战士---丘 
51---八千里峰峦横隔，三十年心系故乡---秉 憧 
52---八千子弟兵---翠 
53---八千子弟兵---翠 
54---八声甘州---箫 
55---八十八---米 
56---八兄弟同赏月　　 ---脱 
2871---下笔欲断肠　　 ---笔 
2872---下厂就生产　　 ---六 
2873---下车伊始　　 ---什 
2874---下大夫　　 ---一 
2875---下凡月女临江浒，忙里无心看四方　　 ---瀛 
2876---下岗之后，未来上工　　 ---嵯 
2877---下基层　　 ---坛 
2878---下面虽然是非颠倒，上面岂能曲直不分　　 ---旱 
2879---下面完全变样　　 ---玩 
2880---下幕不要古装剧　　 ---刷 
2881---下山虎　　 ---岚 
2882---下乡依然老作风　　 ---虱 
2883---下雪初晴留鸿迹　　 ---当 
2884---下雪过二重山　　 ---帚 
2885---下雪落雨并非偶见　　 ---彗 
2886---下雪之后梅先开　　 ---霉 
2887---下雨变质　　 ---每 
2888---夏装　　 ---袱 
2889---仙人一去三十春　　 ---端 
2890---仙山出甘露　　 ---侍 
2891---仙山高处雁迹稀　　 ---催 
2892---仙诗不可与人言　　 ---峙 
2893---先存后取　　 ---友 
2894---先后结成秦晋好　　 ---春 
2895---先进单位团结有方　　 ---倍 
2896---先礼而后兵　　 ---六 
2897---先露枝头一片春　　 ---霖 
2898---先前豪家今萧然　　 ---豆 
2899---先前一念结同心　　 ---豆 
2900---先人后己　　 ---俄 
2901---先上去后下来　　 ---兄 
2902---先生讲故事　　 ---话 
2903---先声夺人　　 ---仕 
2904---先先后后见是非　　 ---靠 
2905---先予后取　　 ---叙 
2906---先种一百亩　　 ---颖 
2907---现代时装　　 ---衾 
2908---现金一失反而多　　 ---余 
2909---献上一点爱国心　　 ---宝 
2910---乡下变化可真大　　 ---绮 
2911---乡下变了样，全省换新貌　　 ---缈 
2912---乡下变样旧貌改　　 ---细 
2913---乡下变样造高楼　　 ---组 
2914---乡下月儿非寻常　　 ---胤 
2915---乡有新貌，村有新意　　 ---纯 
2916---相视难分手　　 ---攫 
2917---相思惹得心生怨　　 ---鸳 
2918---香字少一撇，不作杳字猜　　 ---杏 
2919---湘水横流一叶扁舟　　 ---想 
2920---向来出口大米　　 ---奥 
2921---向前看　　 ---自 
2922---向外要大米　　 ---奥 
2923---向晚意不适　　 ---晏 
2924---向左一直去　　 ---句 
2925---消灭蚊虫　　 ---文 
2926---消灭蚊虫方可进入　　 ---吝 
2927---小厂出人才　　 ---伢 
2928---小厂年初产量高　　 ---原 
2929---小厂牵动皓首心　　 ---愿 
2930---小厂一心填补空白　　 ---愿 
2931---小厂一心填空白　　 ---愿 
2932---小船儿轻轻地摇荡在水中　　 ---必 
2933---小船分投各西东　　 ---搬 
2934---小窗残月细雨飞　　 ---思 
2935---小窗人影竹横斜　　 ---畛 
2936---小的不行　　 ---奇 
2937---小儿迎高考　　 ---孝 
2938---小姑居处本无郎　　 ---婵 
2939---小孩乘画舫东去　　 ---艟 
2940---小荷才露尖尖角，早在蜻蜓立上头　　 ---去 
2941---小姐眉独秀　　 ---姝 
2942---小篱深锁庭院门　　 ---扁 
2943---小两口持家十八载　　 ---榈 
2944---小两口一来就吵嘴　　 ---马 
2945---小两口一条心　　 ---患 
2946---小两口一心生一个　　 ---惺 
2947---小庐深隐竹篱间　　 ---篱 
2948---小陆戴上太阳帽　　 ---冥 
2949---小妞化装成老妇　　 ---妪 
2950---小桥春临飞鸟鸣　　 ---棠 
2951---小桥河畔清风里　　 ---沉 
2952---小桥会兄　　 ---党 
2953---小桥架云端　　 ---尝 
2954---小桥岭畔草逢春　　 ---嵘 
2955---小桥流水，别具一格　　 ---淌 
2956---小桥流水北风紧　　 ---沉 
2957---小桥流水草离离　　 ---荥 
2958---小桥流水几度寻　　 ---沉 
2959---小桥流水鸟飞鸣　　 ---淌 
2960---小桥流水人家　　 ---淌 
2961---小桥流水有几多　　 ---沉 
2962---小桥流水逐落花　　 ---荥 
2963---小桥上下隔星月　　 ---宵 
2964---小桥上下一点春　　 ---宋 
2965---小桥疏雨春二度　　 ---棕 
2966---小桥水车朦胧看　　 ---浑 
2967---小桥西北叶半红　　 ---嗦 
2968---小桥又架山水间　　 ---浸 
2969---小人反是　　 ---菲 
2970---小山江畔隐新月　　 ---泓 
2971---小山旧貌换新颜　　 ---当 
2972---小山要比大山高　　 ---岳 
2973---小蛇　　 ---导 
2974---小溪纵横入江流　　 ---洲 
2990---小小的太阳　　 ---隙 
2976---小小木偶　　 ---禁 
2977---小小西院日照中　　 ---隙 
2978---小心不会有错　　 ---父 
2979---小心没差错　　 ---父 
2980---小心翼翼搞重点　　 ---冰 
2981---小心用力　　 ---办 
2982---小型领奖台　　 ---凸 
2983---小雪无雨迎春到　　 ---档 
2984---小雪小雪不见雪，大寒大寒不见寒　　 ---秦 
2985---小于号，小于号，全靠小心别去掉　　 ---水 
2986---小运动员　　 ---唢 
2987---小则以霸　　 ---琦 
2988---小重阳　　 ---隙 
2989---小舟搏浪入画中　　 ---思 
2990---小舟初渡如明时　　 ---远 
2991---小舟从此逝　　 ---折 
2992---小舟孤帆水平流　　 ---忠 
2993---小舟驾入绝壁下　　 ---避 
2994---校对　　 ---政 
2995---笑煞人　　 ---竺 
2996---斜　　 ---歪 
2997---斜月残灯半明半灭　　 ---炙 
2998---斜枝拂地缀残花　　 ---老 
2999---写点东西留人间　　 ---火 
3000---写点东西要用力　　 ---办 
3001---谢绝参观　　 ---企 
3002---心不着急边上走　　 ---趋 
3003---心不着急靠边走　　 ---趋 
3004---心沉怕见一Ｏ土　　 ---惶 
3005---心儿牵，目儿注，两字相思织就　　 ---果 
3006---心怀宝岛　　 ---怡 
3007---心怀天下献丹心　　 ---态 
3008---心口一个样，扑在公字上　　 ---总 
3009---心生一计　　 ---志 
3010---心同祖国不分离　　 ---忠 
3011---心胸大一点　　 ---态 
3012---心有千千结　　 ---恁 
3013---心有余而力不足　　 ---态 
3014---新春佳节人团聚　　 ---桂 
3015---新春伊始　　 ---广 
3016---新官上任　　 ---焱 
3017---新排二重唱　　 ---品 
3018---新选唐诗三百首　　 ---产 
3019---新月孤星柳梢头　　 ---秫 
3020---星临万户动　　 ---房 
3021---凶横　　 ---区 
3022---凶横　　 ---区 
3023---凶横　　 ---区 
3024---兄妹别后三十载　　 ---菇 
3025---雄立东方　　 ---松 
3026---雄心长在　　 ---伥 
3027---休把旁人抬太高　　 ---乐 
3028---休得横行　　 ---体 
3029---休言六桥无芳草　　 ---谤 
3030---休要丢人现眼　　 ---相 
3031---休要多嘴　　 ---保 
3032---修竹成阴暑日无　　 ---箸 
3033---宿鸟恋本枝　　 ---枭 
3034---旭日不出　　 ---九 
3035---旭日东升鸟出巢　　 ---鸠 
3036---旭日染枝头　　 ---杲 
3037---蓄水池　　 ---溜 
3038---悬河泻水　　 ---可 
3039---悬壶几度业以虚　　 ---壳 
3040---癣　　 ---疲 
3041---学后应知不足　　 ---享 
3042---学有重点　　 ---字 
3043---雪后禾苗吐新芽　　 ---秉 
3044---旬　　 ---早 
3045---寻根而来　　 ---耐 
3046---寻根有日　　 ---时 
3047---汛期　　 ---泼 
3048---压缩全国人口　　 ---珏 
3049---鸦雀无声　　 ---躁 
3050---烟缸　　 ---盔 
3051---烟消日出人不见　　 ---火 
3052---言传身教，十分必要　　 ---谢 
3053---言传身教十分必要　　 ---谢 
3054---言而不信，一文不值　　 ---仪 
3055---阎罗　　 ---瑰 
3056---颜良挚友　　 ---牧 
3057---眼看田上长青草　　 ---瞄 
3058---演讲赛　　 ---昆 
3059---雁鸟南归阵如点　　 ---鹰 
3060---扬帆使舵 欲行舟　　 ---蛇 
3061---扬帆转舵入闸门　　 ---闽 
3062---阳　　 ---钨 
3063---杨柳依依垂江边　　 ---淋 
3064---洋婆子　　 ---要 
3065---仰见桥上挂三星　　 ---觉 
3066---仰望斜晖未归人　　 ---昂 
3067---样子如同病一般　　 ---瘢 
3068---要负责到底　　 ---婴 
3069---耶　　 ---聂 
3070---也要留春住　　 ---栾 
3071---野火烧不尽　　 ---荐 
3072---野径无人草自生　　 ---茎 
3073---业余收入　　 ---衙 
3074---叶落小桥积塔形　　 ---嗦 
3075---夜半湖边残月斜　　 ---浮 
3076---夜泊枫桥畔　　 ---梦 
3077---夜点心　　 ---名 
3078---夜来香　　 ---禾 
3079---夜色笼罩四方　　 ---畜 
3080---一百减二　　 ---杂 
3081---一百条蜈蚣　　 ---趸 
3082---一半秋山带夕阳　　 ---秽 
3083---一半是朋友　　 ---有 
3084---一笔现金　　 ---余 
3085---一臂助其成功　　 ---掷 
3086---一边压一边松　　 ---邀 
3087---一鞭残照里　　 ---电 
3088---一鞭残照里　　 ---蓦 
3089---一鞭定叫山倒　　 ---归 
3090---一别良人长独守　　 ---套 
3091---一别音容两渺茫　　 ---查 
3092---一朝改革，欣欣向荣　　 ---萌 
3093---一朝改革得新生　　 ---萌 
3094---一朝离别重聚首　　 ---萌 
3095---一朝选在君王侧　　 ---旺 
3096---一朝重安排　　 ---腊 
3097---一尺一　　 ---寺 
3098---一出小放牛　　 ---性 
3099---一出小放牛　　 ---性 
3100---一川横贯，双峰倒映　　 ---带 
3101---一传不到位　　 ---丕 
3102---一传不到位　　 ---示 
3103---一从明月西沉海　　 ---旦 
3104---一从阡陌换新色，便引人去垄上行　　 ---埂 
3105---一蹴而就　　 ---跌 
3106---一寸光阴一寸金　　 ---锝 
3107---一寸相思入石头　　 ---厨 
3108---一错再错　　 ---爻 
3109---一错再错　　 ---爻 
3110---一错再错，铸成大错　　 ---爽 
3111---一大压二小　　 ---奈 
3112---一代红妆照汗青　　 ---姗 
3113---一旦抽查露马脚　　 ---杰 
3114---一旦改革大有作为　　 ---春 
3115---一旦夯能有　　 ---日 
3116---一旦换新反觉老　　 ---旧 
3117---一旦结合就长久　　 ---亘 
3118---一旦松绑放手干　　 ---捍 
3119---一旦有心，习以为常　　 ---恒 
3120---一刀见红　　 ---血 
3121---一到就开会　　 ---荟 
3122---一到南京听雨声　　 ---宇 
3123---一到台上大变样　　 ---会 
3124---一道残阳铺水中　　 ---隶 
3125---一得之余　　 ---金 
3126---一点爱国心　　 ---宝 
3127---一点爱国心　　 ---瑷 
3128---一点补充　　 ---允 
3129---一点不见　　 ---视 
3130---一点春　　 ---术 
3131---一点错误　　 ---义 
3132---一点丹心为四化　　 ---兑 
3133---一点丹心争向上　　 ---舟 
3134---一点到达玉门关　　 ---闰 
3135---一点到上海市　　 ---渥 
3136---一点登机　　 ---杭 
3137---一点二十分　　 ---主 
3138---一点公心示后人　　 ---兖 
3139---一点寒鸦归万里，三行斜雁入长天　　 ---族 
3140---一点童心　　 ---亩 
3141---一点误会　　 ---文 
3142---一点心思系云端　　 ---忘 
3143---一点一点得知　　 ---短 
3144---一点一点缩短　　 ---知 
3145---一点樱桃吟白傅　　 ---嗉 
3146---一叠人民币　　 ---羊 
3147---一蝶翩翩入蕊中　　 ---恋 
3148---一定把中国建设好　　 ---帼 
3149---一定可得第三　　 ---内 
3150---一定要避免亏空　　 ---窍 
3151---一定要控制人口　　 ---因 
3152---一定要小心　　 ---丁 
3153---一定要有中国特点　　 ---蝈 
3154---一洞残月映石窟　　 ---础 
3155---一度纵横入关中　　 ---美 
3156---一队上西城　　 ---坠 
3157---一对杜鹃鸣枝头　　 ---棚 
3158---一对红　　 ---赫 
3159---一对红　　 ---赫 
3160---一对蝴蝶绕墙头　　 ---坐 
3161---一对恋侣同心结　　 ---怂 
3162---一对恋侣同心结　　 ---怂 
3163---一对心上人　　 ---怂 
3164---一对意中人　　 ---但 
3165---一而再，再而三　　 ---积 
3166---一发即中　　 ---巾 
3167---一番风雨，洗尽二分春色　　 ---大 
3168---一饭千金　　 ---馈 
3169---一饭千金　　 ---娄 
3170---一方安宁　　 ---亭 
3171---一分为二看是非　　 ---丰 
3172---一封书，浪里来　　 ---涵 
3173---一封书到便兴师　　 ---帅 
3174---一封书竟付洪乔　　 ---涵 
3175---一峰居上倚层峦　　 ---崛 
3176---一夫当关守南阳　　 ---春 
3177---一竿初日雁行斜　　 ---佃 
3178---一个回合，圆满成功　　 ---贝 
3179---一个天上，一个人间　　 ---筑 
3180---一弓安两箭　　 ---弗 
3181---一攻即入　　 ---玫 
3182---一勾残月出山间　　 ---崛 
3183---一钩残月带三星　　 ---心 
3184---一钩残月挂窗前　　 ---穹 
3185---一钩斜月落三更　　 ---乳 
3186---一钩新月伴星　　 ---弋 
3187---一钩新月挂西楼　　 ---禾 
3188---一钩新月向西流　　 ---包 
3189---一贯用心，习以为常　　 ---惯 
3190---一行白鹭水田飞　　 ---淄 
3191---一行归雁落空船　　 ---巡 
3192---一行雁影入疏林　　 ---株 
3193---一行雁阵　　 ---丝 
3194---一泓秋水入淮中　　 ---濉 
3195---一会儿　　 ---兀 
3196---一会意中人　　 ---但 
3197---一机栽落蒙古境　　 ---吉 
3198---一记耳光　　 ---陆 
3199---一加一不是二　　 ---王 
3200---一加一等于二　　 ---琪 
3201---一家复习在灯旁　　 ---煽 
3202---一家两口散　　 ---嚎 
3203---一家上下，同心合作　　 ---豪 
3204---一家团聚　　 ---阐 
3205---一家一口　　 ---豪 
3206---一见如故　　 ---盲 
3207---一箭定相思　　 ---短 
3208---一箭飞坠双飞翼　　 ---水 
3209---一箭射穿玉兔心　　 ---用 
3210---一箭射破口　　 ---医 
3211---一箭射中心，环环不落空　　 ---瑟 
3212---一箭爷天射云头　　 ---去 
3213---一箭之距宝岛分　　 ---唉 
3214---一江春水向东流　　 ---枉 
3215---一江春水向东流　　 ---淋 
3216---一江清水抱村前　　 ---杠 
3217---一江月色四方同　　 ---渭 
3218---一角买到一枝笔　　 ---竹 
3219---一截遗欧，一截赠美，一截还东国　　 ---岔 
3220---一届人大　　 ---从 
3221---一斤米装半口袋　　 ---断 
3222---一进门就出不来　　 ---闩 
3223---一径入湖心　　 ---吉 
3224---一径无人草色新　　 ---茎 
3225---一举而下　　 ---血 
3226---一举扭转乾坤　　 ---胆 
3227---一孔之见有来由　　 ---寅 
3228---一口吃掉牛尾巴　　 ---告 
3229---一口咬定　　 ---交 
3230---一口咬断牛尾巴　　 ---告 
3231---一口一个喜旺嫂　　 ---啜 
3232---一口之家　　 ---豪 
3233---一块牛排　　 ---牲 
3234---一来就猜中　　 ---巾 
3235---一来就客套　　 ---酉 
3236---一来就是十天　　 ---句 
3237---一来再来　　 ---冉 
3238---一了百了　　 ---皖 
3239---一连歌唱太阳升　　 ---曹 
3240---一连梦后叹零丁　　 ---殚 
3241---一连三天，天天超额　　 ---替 
3242---一两木耳　　 ---森 
3243---一流逝水绕桥边　　 ---梳 
3244---一流水平　　 ---州 
3245---一路盘旋上山峦　　 ---弯 
3246---一露头就长角　　 ---午 
3247---一轮之心　　 ---二 
3248---一落千丈　　 ---仗 
3249---一马奔腾去塞北　　 ---塍 
3250---一马当先　　 ---骑 
3251---一马离了西凉界　　 ---冯 
3252---一脉双峰插云端　　 ---曲 
3253---一矛穿双树，一钓乱碧波　　 ---懋 
3254---一门和好　　 ---阆 
3255---一抹残阳缀桃颜　　 ---殊 
3256---一抹浮云捧出月　　 ---县 
3257---一抹夕阳别样红　　 ---殊 
3258---一抹斜阳阜影长　　 ---陌 
3259---一年四秀住南宫　　 ---精 
3260---一念方寸移　　 ---今 
3261---一念之差　　 ---艾 
3262---一念之差　　 ---菲 
3263---一念之差　　 ---韭 
3264---一女染病，神医难治　　 ---嫉 
3265---一片残花尤溢香　　 ---稽 
3266---一片丹心共为公　　 ---么 
3267---一片宫商在耳旁　　 ---部 
3268---一片孤帆过六桥　　 ---帝 
3269---一片孤帆系芳心　　 ---市 
3270---一片花飞减却春　　 ---旨 
3271---一片降幡出石头　　 ---卫 
3272---一片秋色在眼前　　 ---钼 
3273---一片闲心对落花　　 ---秕 
3274---一片余晕半映帘　　 ---帕 
3275---一撇　　 ---厂 
3276---一撇划了三寸长　　 ---寿 
3277---一撇下面十一点　　 ---压 
3278---一起统千军　　 ---师 
3279---一起学先进帮后进　　 ---带 
3280---一气之下到南岳　　 ---氙 
3281---一气之下无话谈　　 ---氮 
3282---一千零一夜　　 ---歼 
3283---一千零一夜　　 ---歼 
3284---一桥飞架南北　　 ---工 
3285---一桥隔断二三星　　 ---兴 
3286---一曲东方红　　 ---曹 
3287---一曲高歌夕阳下　　 ---曹 
3288---一曲日已沉　　 ---曹 
3289---一曲相思泪涟涟　　 ---澧 
3290---一曲相思逐逝波　　 ---澧 
3291---一曲终了日低沉　　 ---曹 
3292---一去便下地　　 ---理 
3293---一去不复返　　 ---丕 
3294---一去二三里　　 ---童 
3295---一去无消息　　 ---查 
3296---一去无踪影　　 ---查 
3297---一犬吠形，四方响应　　 ---器 
3298---一犬吠形声四起　　 ---器 
3299---一犬误坠破井中　　 ---莽 
3300---一人独上断头台　　 ---合 
3301---一人举首望蟾宫　　 ---脸 
3302---一人率先，四方同心　　 ---奋 
3303---一人冒雨而来　　 ---儒 
3304---一人平反　　 ---金 
3305---一人生活用水少　　 ---香 
3306---一人为大家　　 ---从 
3307---一日不见，判若两人　　 ---春 
3308---一日不见，一直挂念　　 ---草 
3309---一日内停业　　 ---晋 
3310---一日一歌　　 ---曹 
3311---一日之计在于晨　　 ---旦 
3312---一日之计在于晨　　 ---辰 
3313---一入西川水势平　　 ---酬 
3314---一色浑然收，红绿紫共有　　 ---绝 
3315---一色尽是梨花开　　 ---敫 
3316---一山飞峙大江边　　 ---汕 
3317---一山更比一山高　　 ---出 
3318---一山一水紧相连　　 ---汕 
3319---一山一水紧相连　　 ---油 
3320---一身正气抵歪风　　 ---躯 
3321---一生进取方为人　　 ---旌 
3322---一生客居在东洋　　 ---醒 
3323---一生客心寄东都　　 ---隆 
3324---一生勤劳　　 ---十 
3325---一生受委屈　　 ---杜 
3326---一生无邪　　 ---止 
3327---一生执教　　 ---帅 
3328---一生自立　　 ---六 
3329---一声令下，万箭齐发　　 ---谢 
3330---一声牵动心头肉　　 ---臆 
3331---一时半刻　　 ---孩 
3332---一时半刻　　 ---孩 
3333---一时和雨致汝知　　 ---孺 
3334---一时斜月如钩画　　 ---乳 
3335---一视同仁　　 ---怦 
3336---一手成功　　 ---掷 
3337---一手擒敖广　　 ---振 
3338---一手擒龙　　 ---振 
3339---一手通天　　 ---扶 
3340---一树挡道　　 ---香 
3341---一树梅花带雨开　　 ---霉 
3342---一双绣鞋溅泪痕　　 ---弱 
3343---一水寒波四面山　　 ---淄 
3344---一水护田将绿绕　　 ---缁 
3345---一水相隔难成行　　 ---衍 
3346---一水引来两地春　　 ---淋 
3347---一丝不线，单木不林　　 ---栈 
3348---一胎喜得两千金　　 ---瓶 
3349---一潭清水日西落　　 ---土 
3350---一套进口服装　　 ---哀 
3351---一套虚文业已虚　　 ---虔 
3352---一天到晚　　 ---免 
3353---一天顶两天，天天超额　　 ---替 
3354---一统神州　　 ---帼 
3355---一头牛　　 ---生 
3356---一退六二五　　 ---辛 
3357---一退一二五　　 ---王 
3358---一弯残月带孤星　　 ---弋 
3359---一弯残月映湖中　　 ---居 
3360---一弯钩月　　 ---甩 
3361---一弯流水惹相思　　 ---澧 
3362---一弯明月落楼前　　 ---槽 
3363---一弯曲水接平野　　 ---丞 
3364---一弯曲水漫长堤　　 ---丞 
3365---一弯曲水入横川　　 ---承 
3366---一弯曲水入空山　　 ---函 
3367---一弯新月挂树梢　　 ---朱 
3368---一弯新月两三星　　 ---沁 
3369---一弯新月临窗前　　 ---穹 
3370---一弯新月衔远山　　 ---弘 
3371---一网打尽　　 ---箩 
3372---一往见古今　　 ---吏 
3373---一桅白帆挂三片，三颗寒星映孤舟　　 ---患 
3374---一屋生春　　 ---闲 
3375---一无所获　　 ---控 
3376---一无所有　　 ---尢 
3377---一西北落草　　 ---茜 
3378---一息干戈枪归仓　　 ---栽 
3379---一下露出本相　　 ---未 
3380---一向上爬忘了本　　 ---未 
3381---一笑千金　　 ---嬉 
3382---一泻千里　　 ---俚 
3383---一心帮助同志　　 ---周 
3384---一心冲破重围　　 ---患 
3385---一心改变旧面貌　　 ---恒 
3386---一心改旧貌　　 ---怛 
3387---一心扑在四化上　　 ---总 
3388---一心收集四方连　　 ---思 
3389---一心向前看　　 ---息 
3390---一心向四化　　 ---总 
3391---一心犹悬故国中　　 ---或 
3392---一心争先进　　 ---急 
3393---一心只图翻身　　 ---总 
3394---一心只图翻身　　 ---总 
3395---一心至上虞　　 ---虑 
3396---一心捉虎几无成　　 ---虑 
3397---一星残月抚柳丝　　 ---彤 
3398---一星虽陨落，长留万户心　　 ---房 
3399---一休小和尚　　 ---回 
3400---一休小和尚　　 ---回或同 
3401---一旬　　 ---早 
3402---一言既出，驷马难追　　 ---詈 
3403---一言起哄　　 ---华 
3404---一言劝上　　 ---柬 
3405---一言为定　　 ---丁 
3406---一言为定　　 ---丁 
3407---一言一行　　 ---诃 
3408---一样是相思　　 ---（如鸟） 
3409---一咬破衣　　 ---哀 
3410---一叶扁舟轻帆卷　　 ---巡 
3411---一叶扁舟三尺长　　 ---迷 
3412---一叶扁舟沿水流　　 ---船 
3413---一叶飞来细浪生　　 ---心 
3414---一叶横卧　　 ---吉 
3415---一叶落而知秋　　 ---余 
3416---一叶落方知秋近　　 ---钍 
3417---一叶飘落人世间　　 ---喋 
3418---一叶知秋　　 ---百 
3419---一夜北风紧　　 ---夙 
3420---一夜残花对影来　　 ---毙 
3421---一夜乘风去　　 ---夙 
3422---一夜花残草离离　　 ---葬 
3423---一夜花残廿四桥　　 ---薨 
3424---一夜楼前两依依　　 ---梦 
3425---一夜轻风尽开心　　 ---夙 
3426---一夜长如岁　　 ---山 
3427---一一补足　　 ---是 
3428---一一补足　　 ---是 
3429---一一参加少先队　　 ---除 
3430---一一垂丹青　　 ---更 
3431---一一垂丹青　　 ---二 
3432---一一垂丹青　　 ---更 
3433---一一垂丹青　　 ---更 
3434---一一给予关心　　 ---美 
3435---一一给予关心　　 ---美 
3436---一一给予关心　　 ---美 
3437---一一给予满足　　 ---是 
3438---一一将大小分开　　 ---奈 
3439---一一结伴侣　　 ---介 
3440---一一入扣　　 ---担 
3441---一一致力于改革　　 ---勤 
3442---一衣带水，同宗共祖　　 ---滚 
3443---一衣带水连八方　　 ---滚 
3444---一有就要　　 ---耍 
3445---一语破的　　 ---勺 
3446---一月大　　 ---肤 
3447---一月二日　　 ---胃 
3448---一张落雁弓　　 ---夷 
3449---一张四方连　　 ---嚣 
3450---一张四方连　　 ---嚣 
3451---一枕落花旧梦中　　 ---薨 
3452---一只山羊，跌倒山上　　 ---黑 
3453---一枝红杏出墙来　　 ---束 
3454---一知半解要不得　　 ---否 
3455---一直不快　　 ---怏 
3456---一直朝前走　　 ---用 
3457---一直给影片配音　　 ---彰 
3458---一直给影片配音　　 ---彰 
3459---一直和党心连心　　 ---忠 
3460---一直深入基层　　 ---去 
3461---一直守夜　　 ---殖 
3462---一直未能来　　 ---兰 
3463---一直未相见　　 ---兰 
3464---一直向前　　 ---千 
3465---一直向前不落后　　 ---壬 
3466---一直向上不偏斜　　 ---正 
3467---一直向往中华　　 ---哗 
3468---一直在大后方　　 ---奋 
3469---一直站在最前面　　 ---章 
3470---一掷千金声泪下　　 ---媚 
3471---一舟抛掷中　　 ---搬 
3472---一住京中三十载　　 ---草 
3473---一自初冬相聚，而今已过春时　　 ---夏 
3474---一自黄昏身是客　　 ---殡 
3475---一字改后赠千金　　 ---安 
3476---一字十八点　　 ---术 
3477---一字无弯无曲　　 ---矗 
3478---伊丽莎白　　 ---瑛 
3479---衣裳破了有人补　　 ---倘 
3480---衣着大众化　　 ---衮 
3481---依山而立　　 ---端 
3482---宜下不宜上　　 ---且 
3483---已非三月弹冠客　　 ---格 
3484---艺高休要坩 方　　 ---葆 
3485---刈　　 ---剩 
3486---异口同声　　 ---谐 
3487---异乡遇故知　　 ---绷 
3488---异心又起生是非　　 ---怪 
3489---驿外断桥边　　 ---骄 
3490---意乱无心听芋声　　 ---昱 
3491---意志坚定　　 ---恐 
3492---意中人　　 ---因 
3493---因病倒卧帐前　　 ---疟 
3494---因丑而羞　　 ---羊 
3495---因非多罪　　 ---四 
3496---因小失大　　 ---口 
3497---阴阳割昏晓　　 ---明 
3498---吟安一个字，拈断数茎须　　 ---颔 
3499---银盘玉镜两难分　　 ---用 
3500---引滦之水入津　　 ---栾 
3501---樱桃小嘴　　 ---如 
3502---萤　　 ---烛 
3503---硬币　　 ---钡 
3504---用地调整挖池塘　　 ---溏 
3505---用户至上（此谜有点难猜中）　　 ---屋 
3506---用力一手抛　　 ---九 
3507---用人有方大有人在　　 ---族 
3508---用土埋来盖千重　　 ---里 
3509---用心方明白　　 ---董 
3510---用心分析　　 ---朋 
3511---用心如一　　 ---丰 
3512---由表及里　　 ---讷 
3513---由那边连接　　 ---邮 
3514---邮差　　 ---储 
3515---有吃有穿生活好　　 ---祥 
3516---有错　　 ---肴 
3517---有错不认错　　 ---肴 
3518---有待纵横驰骋去，来日定闻马蹄声　　 ---得 
3519---有点点意见　　 ---竟 
3520---有点狡猾　　 ---习 
3521---有点良心恨不成　　 ---恳 
3522---有点门道　　 ---层 
3523---有点偏听偏信　　 ---诉 
3524---有点着迷　　 ---述 
3525---有何不可言之　　 ---信 
3526---有话春承　　 ---臾 
3527---有景在前，从我看起　　 ---影 
3528---有女怀春　　 ---困 
3529---有女可爱，以手抚之　　 ---无 
3530---有女深居绣阁中　　 ---路 
3531---有钱全靠点滴积累　　 ---金 
3532---有钱人出钱　　 ---侑 
3533---有人不虚心　　 ---敖 
3534---有人会鸣不平声　　 ---厂 
3535---有人混迹入其中　　 ---夫 
3536---有人牵头可依靠　　 ---倚 
3537---有人无人都是你　　 ---尔 
3538---有人在台上显丑　　 ---侔 
3539---有人转干　　 ---仕 
3540---有人做伴　　 ---半 
3541---有所建树　　 ---闲 
3542---有位佳人在水一方　　 ---洳 
3543---有位佳人在水一方　　 ---洳 
3544---有心百里来相会　　 ---恫 
3545---有心并非不是快事　　 ---悲 
3546---有心朝佛山，无处寻仙踪　　 ---怫 
3547---有心成功力不足耳　　 ---隋 
3548---有心扶持半致富　　 ---惫 
3549---有心结识韩昌黎　　 ---俞 
3550---有心为喜　　 ---兹 
3551---有心与我合作　　 ---悟 
3552---有心转干　　 ---志 
3553---有雄心破旧立新　　 ---但 
3554---有言必归风雅颂　　 ---寺 
3555---有言在先怎不安心　　 ---诈 
3556---有一朝宝玉出走　　 ---宣 
3557---有一点不准　　 ---淮 
